timestamp,robot_x,robot_y,robot_z,robot_qw,robot_qx,robot_qy,robot_qz,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,moveit_x,moveit_y,moveit_z,moveit_qw,moveit_qx,moveit_qy,moveit_qz,moveit_roll_rad,moveit_pitch_rad,moveit_yaw_rad,dx_m,dy_m,dz_m,dist_mm,dq_w,dq_x,dq_y,dq_z,droll_rad,dpitch_rad,dyaw_rad,angle_deg
1772012517.3688376,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
1772012517.5699253,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
1772012517.8690567,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
1772012518.1717677,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
1772012518.37201,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
1772012518.6688619,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
1772012518.969023,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
1772012519.1691718,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
1772012519.3694155,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478466367284178,-0.18934083697538567,0.47325107545745715,-8.173096007966814e-08,0.7071070235308837,0.7071065388421233,-2.0820867026368578e-08,-3.141592508559579,-8.613982997566026e-08,1.5707956413414719,1.4042416929260781e-07,3.3560056494907897e-07,-1.429606553471352e-06,0.0014751683240375986,-2.2850566810638077e-06,1.6027374205584977e-08,8.17577194833774e-09,9.045070574794679e-07,-6.283183354785971,-4.510723562289672e-06,2.3122879611037206e-08,0.02120060203719094
1772012519.668945,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.224784685891346,-0.1893408432162499,0.4732525075029363,1.269591024218326e-06,0.7071070235300999,0.7071065388413873,7.378380428447091e-07,3.141589814656123,7.520113051119025e-07,1.5707956413404782,1.6264267352350537e-07,3.2935970073477705e-07,2.4389256725321218e-09,0.000367336902689359,-9.337346967658134e-07,1.602659038812959e-08,8.175035981494716e-09,1.6631659673505458e-06,-1.0315702687613282e-06,-3.6725724272021095e-06,2.3121885961430166e-08,0.021199858330933068
1772012519.8694222,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
1772012520.1705835,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
1772012520.3707142,0.22478452324867249,-0.18934117257595062,0.4732525050640106,2.2033257209841395e-06,0.7071070075035095,0.7071065306663513,-9.253279245058366e-07,3.141590846226392,4.424583732314012e-06,1.5707956182185923,0.22478456468150135,-0.18934127474325166,0.4732525075037715,2.2033250670429405e-06,0.7071070235308234,0.7071065388381506,-9.253274763451956e-07,3.141590846226751,4.424582239378056e-06,1.5707956413319468,4.1432828862264515e-08,-1.0216730103596028e-07,2.4397608933135473e-09,0.0001102759681060147,-6.539411990158419e-13,1.602731392047474e-08,8.171799237288724e-09,4.481606410000475e-13,3.5926817076870066e-13,-1.4929359560666294e-12,2.3113354563619737e-08,0.021198731478562757
